RULES TARGETING PHISHING
                                                                                                                                                                                       antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
667                                                                                                                                            (SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.212754            0.443057  0.179466    0.843537  1.903901               1.0  0.085204    3.559589       0.603068  0.376757   0.719069    0.624300  0.584539        0.405063        0.843537       1941.861494
662                                                                                                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.268385            0.443057  0.226142    0.842602  1.901789               1.0  0.107232    3.538434       0.648127  0.465983   0.717389    0.676507  0.655801        0.510412        0.842602       2623.584493
659                                                                                                                                             (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.200271            0.443057  0.167888    0.838302  1.892084               1.0  0.079156    3.444332       0.589553  0.353120   0.709668    0.608616  0.563611        0.378930        0.838302       1752.652073
16350                                                    (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.184803            0.443057  0.154862    0.837983  1.891365               1.0  0.072984    3.437564       0.578120  0.327405   0.709096    0.593757  0.541203        0.349530        0.837983       1584.042252
4800                                                                                 (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Page_Rank_PageRank_Low)  (Result_Phishing)            0.205246            0.443057  0.171416    0.835170  1.885014               1.0  0.080480    3.378884       0.590749  0.359446   0.704044    0.611031  0.568437        0.386893        0.835170       1778.903532
4783                                                                                                             (Page_Rank_PageRank_Low, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.195839            0.443057  0.162551    0.830023  1.873398               1.0  0.075783    3.276578       0.579748  0.341246   0.694804    0.598454  0.551836        0.366884        0.830023       1633.763868
4807                                                                               (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.185436            0.443057  0.153686    0.828780  1.870594               1.0  0.071527    3.252798       0.571362  0.323681   0.692572    0.587828  0.536176        0.346876        0.828780       1517.433365
4797                                                                                                           (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.182180            0.443057  0.150791    0.827706  1.868169               1.0  0.070075    3.232514       0.568238  0.317827   0.690643    0.584025  0.530758        0.340343        0.827706       1476.589088
4789                                                                         (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.219267            0.443057  0.181095    0.825908  1.864110               1.0  0.083947    3.199120       0.593738  0.376316   0.687414    0.617323  0.581016        0.408738        0.825908       1844.240053
16578                                                                              (Page_Rank_PageRank_Low, SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.234464            0.443057  0.175758    0.749614  1.691912               1.0  0.071877    2.224338       0.534204  0.350279   0.550428    0.573153  0.545313        0.396693        0.749614       1289.498229
5008                                                                                                   (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.262506            0.443057  0.192130    0.731909  1.651951               1.0  0.075825    2.077439       0.535130  0.374207   0.518638    0.582778  0.563374        0.433646        0.731909       1330.508923
16631                                      (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.230213            0.443057  0.167978    0.729666  1.646888               1.0  0.065981    2.060202       0.510263  0.332438   0.514611    0.554400  0.525967        0.379134        0.729666       1100.588277
4969                                                                                                       (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.300859            0.443057  0.215920    0.717679  1.619833               1.0  0.082622    1.972727       0.547318  0.408943   0.493088    0.602510  0.591401        0.487342        0.717679       1453.972413
5031                                                                                             (SFH_Empty_or_Blank, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.254093            0.443057  0.181366    0.713777  1.611026               1.0  0.068788    1.945835       0.508479  0.351631   0.486082    0.561564  0.540542        0.409351        0.713777       1118.501190
16622                                                                  (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.216101            0.443057  0.154138    0.713269  1.609880               1.0  0.058393    1.942388       0.483271  0.305212   0.485170    0.530583  0.498141        0.347897        0.713269        901.766512
4947                                                                                                         (SFH_Empty_or_Blank, having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.246766            0.443057  0.175577    0.711510  1.605910               1.0  0.066245    1.930545       0.500907  0.341425   0.482012    0.553897  0.530999        0.396284        0.711510       1057.742759
704                                                                                                                                   (web_traffic_Medium_Traffic, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.218544            0.443057  0.155405    0.711093  1.604967               1.0  0.058577    1.927755       0.482349  0.307005   0.481262    0.530924  0.499419        0.350755        0.711093        900.130898
701                                                                                                                                      (web_traffic_Low_Traffic, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.215378            0.443057  0.151334    0.702646  1.585903               1.0  0.055910    1.872995       0.470856  0.298430   0.466096    0.522107  0.489899        0.341568        0.702646        828.703561
16588                                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.252284            0.443057  0.176481    0.699534  1.578879               1.0  0.064705    1.853595       0.490345  0.340132   0.460508    0.548930  0.527866        0.398326        0.699534        994.343373
16649                                (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.217006            0.443057  0.151696    0.699041  1.577767               1.0  0.055550    1.850561       0.467683  0.298399   0.459623    0.520713  0.489225        0.342385        0.699041        813.628892
16569                                                                      (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.246223            0.443057  0.170963    0.694342  1.567161               1.0  0.061872    1.822113       0.480120  0.329843   0.451186    0.540107  0.517617        0.385872        0.694342        924.076701
4978                                                                                                   (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.284034            0.443057  0.194754    0.685669  1.547584               1.0  0.068910    1.771833       0.494202  0.365845   0.435613    0.562618  0.548997        0.439567        0.685669       1046.138687
5017                                                                                               (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, Page_Rank_PageRank_Low)  (Result_Phishing)            0.239349            0.443057  0.164089    0.685563  1.547346               1.0  0.058043    1.771238       0.465038  0.316579   0.435423    0.527959  0.503887        0.370355        0.685563        829.044042
5040                                                                                         (Page_Rank_PageRank_Low, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.236906            0.443057  0.162189    0.684612  1.545200               1.0  0.057226    1.765899       0.462374  0.313242   0.433716    0.525340  0.500614        0.366068        0.684612        811.557551
709                                                                                                                              (having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.300678            0.443057  0.203709    0.677497  1.529140               1.0  0.070491    1.726938       0.494819  0.377219   0.420940    0.568638  0.558121        0.459780        0.677497       1058.706091
5026                                                                                             (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.225509            0.443057  0.152691    0.677096  1.528235               1.0  0.052778    1.724792       0.446293  0.295985   0.420220    0.510863  0.483061        0.344630        0.677096        714.512296
5178                                                                                                               (Page_Rank_PageRank_Low, SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.260968            0.443057  0.175758    0.673484  1.520082               1.0  0.060134    1.705710       0.462958  0.332705   0.413734    0.535088  0.516881        0.396693        0.673484        839.992462
4962                                                                              (Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.248485            0.443057  0.167074    0.672370  1.517568               1.0  0.056981    1.699912       0.453818  0.318558   0.411734    0.524731  0.503533        0.377093        0.672370        778.942904
767                                                                                                                                    (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank)  (Result_Phishing)            0.287200            0.443057  0.192130    0.668976  1.509909               1.0  0.064884    1.682486       0.473777  0.357035   0.405641    0.551311  0.538609        0.433646        0.668976        921.321261
29                                                                                                                                                                    (web_traffic_Medium_Traffic)  (Result_Phishing)            0.232384            0.443057  0.155405    0.668743  1.509381               1.0  0.052446    1.681299       0.439643  0.298835   0.405222    0.509749  0.484319        0.350755        0.668743        690.805487
4952                                                                                             (having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.258164            0.443057  0.172501    0.668185  1.508123               1.0  0.058120    1.678473       0.454176  0.326262   0.404220    0.528764  0.510052        0.389343        0.668185        790.192321
5200                                                                       (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank)  (Result_Phishing)            0.252646            0.443057  0.167978    0.664876  1.500655               1.0  0.056042    1.661902       0.446407  0.318306   0.398280    0.522005  0.502073        0.379134        0.664876        745.198002
716                                                                                                                        (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.325464            0.443057  0.215920    0.663424  1.497377               1.0  0.071721    1.654731       0.492435  0.390735   0.395672    0.575383  0.568607        0.487342        0.663424       1049.729004
16613                                      (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Page_Rank_PageRank_Low)  (Result_Phishing)            0.239530            0.443057  0.158571    0.662009  1.494183               1.0  0.052445    1.647803       0.434913  0.302607   0.393131    0.509955  0.486758        0.357901        0.662009        676.490307
4957                                                                 (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.250656            0.443057  0.165807    0.661494  1.493021               1.0  0.054752    1.645296       0.440675  0.314085   0.392207    0.517864  0.497548        0.374234        0.661494        715.048631
719                                                                                                                  (Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.303121            0.443057  0.199729    0.658908  1.487184               1.0  0.065429    1.632821       0.470079  0.365502   0.387563    0.554852  0.545007        0.450796        0.658908        907.929169
5071                                                                                                    (age_of_domain_Domain_Age_Less_6Month, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.315423            0.443057  0.207327    0.657299  1.483552               1.0  0.067577    1.625154       0.476121  0.376169   0.384674    0.562622  0.554599        0.467946        0.657299        947.468322
5022                                                           (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.287653            0.443057  0.188874    0.656604  1.481983               1.0  0.061427    1.621866       0.456559  0.348581   0.383426    0.541450  0.529063        0.426296        0.656604        824.990793
712                                                                                                                            (Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.369154            0.443057  0.241972    0.655477  1.479439               1.0  0.078415    1.616559       0.513704  0.424334   0.381402    0.600809  0.598317        0.546141        0.655477       1182.933490
745                                                                                                                                          (SFH_Empty_or_Blank, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.268204            0.443057  0.175577    0.654637  1.477545               1.0  0.056747    1.612632       0.441656  0.327761   0.379896    0.525461  0.509335        0.396284        0.654637        735.044605
775                                                                                                                              (SFH_Empty_or_Blank, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.278426            0.443057  0.181366    0.651397  1.470232               1.0  0.058007    1.597641       0.443246  0.335790   0.374077    0.530374  0.516382        0.409351        0.651397        750.344771
16597                                                                  (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.231479            0.443057  0.150249    0.649082  1.465006               1.0  0.047690    1.587100       0.413013  0.286577   0.369920    0.494100  0.469164        0.339118        0.649082        572.770574
754                                                                                                                                        (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.333514            0.443057  0.215920    0.647410  1.461232               1.0  0.068154    1.579575       0.473598  0.385124   0.366918    0.567376  0.561703        0.487342        0.647410        936.205567
5013                                                                                       (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.269471            0.443057  0.173948    0.645519  1.456964               1.0  0.054557    1.571148       0.429334  0.322976   0.363523    0.519064  0.503425        0.392609        0.645519        677.401370
5197                                                                                                   (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Google_Index_Indexed by Google)  (Result_Phishing)            0.239258            0.443057  0.154138    0.644234  1.454065               1.0  0.048133    1.565476       0.410485  0.291831   0.361217    0.496066  0.473421        0.347897        0.644234        570.262073
16700                                                                   (age_of_domain_Domain_Age_Less_6Month, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.269742            0.443057  0.173677    0.643863  1.453227               1.0  0.054166    1.563844       0.427077  0.322148   0.360550    0.517930  0.502387        0.391997        0.643863        667.287876
5045                                                     (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.260877            0.443057  0.167436    0.641817  1.448609               1.0  0.051852    1.554910       0.418987  0.312089   0.356876    0.509863  0.492492        0.377909        0.641817        624.689288
16752                                       (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix, age_of_domain_Domain_Age_Less_6Month)  (Result_Phishing)            0.265491            0.443057  0.170149    0.640886  1.446507               1.0  0.052522    1.550879       0.420253  0.316028   0.355204    0.512460  0.496107        0.384034        0.640886        633.749673
16641                          (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.237359            0.443057  0.151877    0.639863  1.444198               1.0  0.046713    1.546473       0.403301  0.287352   0.353367    0.491328  0.468338        0.342793        0.639863        540.066095
5036                                                                                 (Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.251560            0.443057  0.160832    0.639338  1.443015               1.0  0.049377    1.544225       0.410195  0.301305   0.352426    0.501172  0.481750        0.363005        0.639338        580.136220
5207                                                                 (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.237449            0.443057  0.151696    0.638857  1.441928               1.0  0.046492    1.542167       0.401920  0.286863   0.351562    0.490621  0.467691        0.342385        0.638857        534.827950
4983                                                               (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.313342            0.443057  0.198734    0.634238  1.431503               1.0  0.059905    1.522691       0.438986  0.356367   0.343268    0.541394  0.533374        0.448550        0.634238        747.229639
5182                                                                           (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.278788            0.443057  0.176481    0.633030  1.428777               1.0  0.052962    1.517681       0.416106  0.323603   0.341100    0.515678  0.502148        0.398326        0.633030        625.004596
4974                                                                                           (Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.306377            0.443057  0.193849    0.632713  1.428062               1.0  0.058106    1.516370       0.432151  0.348909   0.340530    0.535119  0.526145        0.437526        0.632713        711.793474
28                                                                                                                                                                       (web_traffic_Low_Traffic)  (Result_Phishing)            0.240163            0.443057  0.151334    0.630132  1.422235               1.0  0.044928    1.505787       0.390717  0.284524   0.335895    0.485850  0.463932        0.341568        0.630132        495.566802
778                                                                                                                          (Page_Rank_PageRank_Low, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.258345            0.443057  0.162189    0.627801  1.416975               1.0  0.047728    1.496357       0.396776  0.300788   0.331710    0.496934  0.479393        0.366068        0.627801        532.628996
4987                                                                                                 (Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.249570            0.443057  0.156671    0.627764  1.416890               1.0  0.046097    1.496207       0.392081  0.292321   0.331643    0.490689  0.471154        0.353614        0.627764        508.316737
771                                                                                                                                (Links_in_tags_greater_than_%81_Anchor, Page_Rank_PageRank_Low)  (Result_Phishing)            0.263229            0.443057  0.164089    0.623368  1.406968               1.0  0.047463    1.478743       0.392594  0.302636   0.323750    0.496861  0.480487        0.370355        0.623368        520.392554
30                                                                                                                                                               (having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.327635            0.443057  0.203709    0.621756  1.403330               1.0  0.058548    1.472442       0.427460  0.359285   0.320856    0.540768  0.534669        0.459780        0.621756        697.131029
757                                                                                                                                    (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.313614            0.443057  0.194754    0.620998  1.401620               1.0  0.055805    1.469498       0.417461  0.346587   0.319495    0.530283  0.522466        0.439567        0.620998        648.133752
707                                                                                                                            (having_Sub_Domain_Multi_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.267843            0.443057  0.166079    0.620061  1.399504               1.0  0.047409    1.465873       0.389891  0.304831   0.317813    0.497454  0.482108        0.374847        0.620061        513.483492
5078                                                                                                                  (Page_Rank_PageRank_Low, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.490366            0.443057  0.303392    0.618705  1.396444               1.0  0.086132    1.460661       0.557058  0.481551   0.315378    0.651737  0.650900        0.618705        0.684769       1329.949929
774                                                                                                                              (Links_in_tags_greater_than_%81_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.247399            0.443057  0.152691    0.617185  1.393013               1.0  0.043079    1.454860       0.374875  0.283936   0.312648    0.480908  0.461195        0.344630        0.617185        446.535057
5175                                                                                                       (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Google_Index_Indexed by Google)  (Result_Phishing)            0.277341            0.443057  0.170963    0.616438  1.391328               1.0  0.048086    1.452029       0.389205  0.311162   0.311308    0.501155  0.487715        0.385872        0.616438        516.857261
748                                                                                                                              (having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google)  (Result_Phishing)            0.282135            0.443057  0.172501    0.611414  1.379988               1.0  0.047499    1.433254       0.383576  0.312111   0.302287    0.500378  0.487903        0.389343        0.611414        499.070234
16605                              (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, Google_Index_Indexed by Google)  (Result_Phishing)            0.260335            0.443057  0.159114    0.611188  1.379479               1.0  0.043770    1.432422       0.371909  0.292338   0.301882    0.485157  0.468502        0.359126        0.611188        445.738448
752                                                                                                               (Request_URL_ReqURL_HighExtContent, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.275893            0.443057  0.167074    0.605574  1.366806               1.0  0.044837    1.412032       0.370619  0.302737   0.291801    0.491333  0.477868        0.377093        0.605574        450.838322
749                                                                                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.273813            0.443057  0.165807    0.605550  1.366753               1.0  0.044493    1.411947       0.369517  0.300886   0.291758    0.489892  0.476044        0.374234        0.605550        446.026425
31                                                                                                                                                         (Links_in_tags_greater_than_%81_Anchor)  (Result_Phishing)            0.357847            0.443057  0.215920    0.603387  1.361871               1.0  0.057374    1.404248       0.413790  0.369105   0.287875    0.545365  0.542269        0.487342        0.603387        641.764990
32                                                                                                                                                   (Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.331615            0.443057  0.199729    0.602291  1.359398               1.0  0.052804    1.400378       0.395551  0.347388   0.285907    0.526544  0.521067        0.450796        0.602291        563.593643
16777                                                     (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix, Page_Rank_PageRank_Low)  (Result_Phishing)            0.415649            0.443057  0.250204    0.601959  1.358647               1.0  0.066047    1.399208       0.451738  0.411179   0.285310    0.583339  0.583042        0.564720        0.601959        804.629065
5193                                                                       (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_HighExtContent, Page_Rank_PageRank_Low)  (Result_Phishing)            0.263591            0.443057  0.158571    0.601579  1.357789               1.0  0.041785    1.397873       0.357829  0.289322   0.284627    0.479740  0.464010        0.357901        0.601579        402.971661
