FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
131314                                                                (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, RightClick_Enabled)  (Result_Phishing)            0.228856            0.443057  0.226142    0.988142  2.230280               1.0  0.124746   46.968823       0.715334  0.507305   0.978709    0.749277  0.710183        0.510412        0.988142       3950.414498
135680                                                      (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.236454            0.443057  0.233650    0.988141  2.230277               1.0  0.128887   46.962834       0.722452  0.524041   0.978707    0.757749  0.721875        0.527358        0.988141       4122.169128
132254                                                          (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, Favicon_Favicon_Internal)  (Result_Phishing)            0.198191            0.443057  0.195839    0.988133  2.230260               1.0  0.108029   46.933121       0.687971  0.439683   0.978693    0.715075  0.660887        0.442017        0.988133       3290.143117
137858                                                             (URL_Length_long_URL, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.198100            0.443057  0.195749    0.988128  2.230248               1.0  0.107979   46.911700       0.687891  0.439480   0.978683    0.714970  0.660733        0.441813        0.988128       3288.205108
133433                                                  (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.195296            0.443057  0.192944    0.987957  2.229863               1.0  0.106417   46.247653       0.685398  0.433184   0.978377    0.711721  0.655926        0.435484        0.987957       3228.343265
133979                                       (Submitting_to_email_not_using_mail_func, popUpWidnow_No_Popup_Text_Fields, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.210222            0.443057  0.207689    0.987952  2.229850               1.0  0.114549   46.226232       0.698347  0.466098   0.978367    0.728357  0.680526        0.468763        0.987952       3540.666960
137027                                                 (Page_Rank_PageRank_Low, Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.187065            0.443057  0.184803    0.987911  2.229758               1.0  0.101923   46.070289       0.678431  0.414991   0.978294    0.702510  0.641924        0.417109        0.987911       3060.438977
136609                                           (Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.209136            0.443057  0.206603    0.987889  2.229709               1.0  0.113944   45.987543       0.697353  0.463662   0.978255    0.727101  0.678723        0.466313        0.987889       3516.742795
135206                                                                                         (having_IP_Address_no_IP, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.171597            0.443057  0.169516    0.987876  2.229678               1.0  0.093489   45.935654       0.665744  0.380817   0.978230    0.685240  0.614790        0.382605        0.987876       2754.597422
136779             (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.200452            0.443057  0.198010    0.987816  2.229544               1.0  0.109198   45.710545       0.689737  0.444467   0.978123    0.717366  0.664433        0.446917        0.987816       3333.211490
130043                              (URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Google_Index_Indexed by Google)  (Result_Phishing)            0.207870            0.443057  0.205337    0.987815  2.229543               1.0  0.113239   45.709072       0.696196  0.460820   0.978123    0.725635  0.676615        0.463454        0.987815       3488.914258
138339                                                      (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.178019            0.443057  0.175848    0.987805  2.229519               1.0  0.096975   45.669290       0.670907  0.394961   0.978103    0.692351  0.626144        0.396897        0.987805       2879.275785
133830                            (double_slash_redirecting_last_position_less_than_7, popUpWidnow_No_Popup_Text_Fields, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.207689            0.443057  0.205156    0.987805  2.229519               1.0  0.113138   45.669290       0.696030  0.460414   0.978103    0.725426  0.676313        0.463046        0.987805       3484.946025
135899                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.200000            0.443057  0.197558    0.987788  2.229481               1.0  0.108946   45.607407       0.689332  0.443452   0.978074    0.716842  0.663665        0.445896        0.987788       3323.474288
137415                                       (Shortining_Service_No_Shortining, Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.207237            0.443057  0.204704    0.987778  2.229459               1.0  0.112886   45.569836       0.695618  0.459399   0.978056    0.724902  0.675558        0.462025        0.987778       3475.033379
136644                                          (Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.207237            0.443057  0.204704    0.987778  2.229459               1.0  0.112886   45.569836       0.695618  0.459399   0.978056    0.724902  0.675558        0.462025        0.987778       3475.033379
129374                                                                          (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.236816            0.443057  0.233921    0.987777  2.229456               1.0  0.128998   45.564863       0.722578  0.524544   0.978053    0.757874  0.722161        0.527971        0.987777       4124.921865
132645                                    (URL_of_Anchor_greater_than_%67_Anchor, double_slash_redirecting_last_position_less_than_7, Favicon_Favicon_Internal)  (Result_Phishing)            0.207146            0.443057  0.204613    0.987773  2.229447               1.0  0.112836   45.549945       0.695536  0.459196   0.978046    0.724797  0.675407        0.461821        0.987773       3473.052209
133292                                              (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.207146            0.443057  0.204613    0.987773  2.229447               1.0  0.112836   45.549945       0.695536  0.459196   0.978046    0.724797  0.675407        0.461821        0.987773       3473.052209
131156                                                        (HTTPS_token_No_HTTPS_Token_In_Domain, port_Port_Standard, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.206965            0.443057  0.204432    0.987762  2.229423               1.0  0.112735   45.510163       0.695371  0.458790   0.978027    0.724588  0.675105        0.461413        0.987762       3469.091226
136151                        (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.184622            0.443057  0.182361    0.987751  2.229397               1.0  0.100563   45.468791       0.676310  0.409506   0.978007    0.699674  0.637617        0.411597        0.987751       3009.666687
132141                                                         (URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.206694            0.443057  0.204161    0.987746  2.229386               1.0  0.112584   45.450491       0.695124  0.458181   0.977998    0.724273  0.674651        0.460800        0.987746       3463.153145
132535                                                                (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.184532            0.443057  0.182270    0.987745  2.229384               1.0  0.100512   45.446513       0.676232  0.409303   0.977996    0.699569  0.637457        0.411392        0.987745       3007.792083
132198                                                      (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.206603            0.443057  0.204071    0.987741  2.229374               1.0  0.112533   45.430600       0.695042  0.457978   0.977988    0.724168  0.674500        0.460596        0.987741       3461.174689
138358                                    (double_slash_redirecting_last_position_less_than_7, DNSRecord_Has_DNS_Record, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.176934            0.443057  0.174763    0.987730  2.229350               1.0  0.096371   45.390819       0.669981  0.392523   0.977969    0.691088  0.624185        0.394447        0.987730       2857.160137
132880                            (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.198824            0.443057  0.196382    0.987716  2.229318               1.0  0.108291   45.339250       0.688279  0.440812   0.977944    0.715479  0.661663        0.443242        0.987716       3298.209093
135740                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.228132            0.443057  0.225328    0.987708  2.229300               1.0  0.124252   45.309972       0.714408  0.505376   0.977930    0.748142  0.708748        0.508575        0.987708       3927.966902
131695                                                            (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.198281            0.443057  0.195839    0.987682  2.229243               1.0  0.107989   45.215485       0.687794  0.439594   0.977884    0.714850  0.660736        0.442017        0.987682       3286.573271
130165                                                                                          (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.242334            0.443057  0.239349    0.987682  2.229241               1.0  0.131981   45.213610       0.727783  0.536605   0.977883    0.763951  0.730456        0.540220        0.987682       4250.291814
132810                                                          (URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.205608            0.443057  0.203076    0.987681  2.229240               1.0  0.111979   45.211801       0.694137  0.455745   0.977882    0.723016  0.672833        0.458350        0.987681       3439.441451
133357                                                 (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.205518            0.443057  0.202985    0.987676  2.229228               1.0  0.111929   45.191911       0.694055  0.455542   0.977872    0.722911  0.672681        0.458146        0.987676       3437.468405
137166                     (Submitting_to_email_not_using_mail_func, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.205427            0.443057  0.202895    0.987671  2.229216               1.0  0.111878   45.172020       0.693973  0.455339   0.977862    0.722806  0.672529        0.457942        0.987671       3435.495810
134022                                                  (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.204704            0.443057  0.202171    0.987627  2.229117               1.0  0.111475   45.012893       0.693316  0.453715   0.977784    0.721968  0.671314        0.456309        0.987627       3419.731224
130888                                                              (port_Port_Standard, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.204161            0.443057  0.201628    0.987594  2.229043               1.0  0.111173   44.893548       0.692825  0.452497   0.977725    0.721339  0.670401        0.455084        0.987594       3407.926628
138370                                                                    (URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record, RightClick_Enabled)  (Result_Phishing)            0.174310            0.443057  0.172139    0.987545  2.228933               1.0  0.094910   44.717846       0.667751  0.386631   0.977638    0.688036  0.619425        0.388526        0.987545       2803.954503
133726                                                        (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.181366            0.443057  0.179104    0.987531  2.228901               1.0  0.098749   44.666793       0.673498  0.402194   0.977612    0.695889  0.631828        0.404247        0.987531       2942.442387
135417                                                       (having_IP_Address_no_IP, Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.166712            0.443057  0.164631    0.987520  2.228877               1.0  0.090768   44.628049       0.661648  0.369844   0.977593    0.679550  0.605758        0.371580        0.987520       2657.029079
134106                    (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.195658            0.443057  0.193216    0.987517  2.228870               1.0  0.106528   44.617287       0.685457  0.433706   0.977587    0.711807  0.656241        0.436096        0.987517       3230.555189
138653                                                          (URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.173677            0.443057  0.171506    0.987500  2.228831               1.0  0.094557   44.555405       0.667214  0.385209   0.977556    0.687298  0.618270        0.387097        0.987500       2791.162475
129185                                                                                   (URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.260154            0.443057  0.256897    0.987483  2.228791               1.0  0.141634   44.493522       0.745190  0.575598   0.977525    0.783656  0.756684        0.579829        0.987483       4669.317201
138560                                                                    (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.158842            0.443057  0.156852    0.987472  2.228766               1.0  0.086476   44.454143       0.655431  0.352439   0.977505    0.670747  0.591259        0.354022        0.987472       2507.467293
135235                                                          (having_IP_Address_no_IP, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.165988            0.443057  0.163908    0.987466  2.228754               1.0  0.090365   44.434330       0.661044  0.368218   0.977495    0.678706  0.604409        0.369947        0.987466       2642.671908
133886                                          (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.201266            0.443057  0.198734    0.987416  2.228640               1.0  0.109561   44.257043       0.690213  0.446001   0.977405    0.717983  0.665512        0.448550        0.987416       3345.240149
135253                                     (having_IP_Address_no_IP, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.165265            0.443057  0.163184    0.987411  2.228630               1.0  0.089962   44.240611       0.660441  0.366592   0.977396    0.677862  0.603056        0.368314        0.987411       2628.339684
132695                                                  (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.200724            0.443057  0.198191    0.987382  2.228564               1.0  0.109259   44.137698       0.689725  0.444783   0.977344    0.717354  0.664591        0.447325        0.987382       3333.537063
138612                                                  (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.171958            0.443057  0.169787    0.987375  2.228549               1.0  0.093600   44.114492       0.665761  0.381349   0.977332    0.685296  0.615126        0.383218        0.987375       2756.540069
137237                                   (HTTPS_token_No_HTTPS_Token_In_Domain, Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.200000            0.443057  0.197467    0.987336  2.228461               1.0  0.108856   43.978571       0.689075  0.443159   0.977262    0.716514  0.663361        0.445692        0.987336       3317.957691
135275                                                                     (having_IP_Address_no_IP, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.163817            0.443057  0.161737    0.987300  2.228379               1.0  0.089156   43.853173       0.659238  0.363341   0.977197    0.676173  0.600342        0.365047        0.987300       2599.749818
129244                                                                                (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.255902            0.443057  0.252646    0.987275  2.228322               1.0  0.139266   43.766403       0.740806  0.566072   0.977151    0.778754  0.750317        0.570233        0.987275       4563.279813
134513                                                              (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.255360            0.443057  0.252103    0.987248  2.228261               1.0  0.138964   43.673579       0.740249  0.564856   0.977103    0.778128  0.749501        0.569008        0.987248       4549.830376
130327                                                                      (Page_Rank_PageRank_Low, SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.205066            0.443057  0.202442    0.987208  2.228171               1.0  0.111587   43.537544       0.693392  0.454232   0.977031    0.722064  0.671622        0.456921        0.987208       3422.059538
135384                                                           (having_IP_Address_no_IP, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.162189            0.443057  0.160109    0.987172  2.228091               1.0  0.088249   43.417305       0.657887  0.359683   0.976968    0.674272  0.597274        0.361372        0.987172       2567.704553
135358                                                                 (having_IP_Address_no_IP, URL_of_Anchor_greater_than_%67_Anchor, Page_Rank_PageRank_Low)  (Result_Phishing)            0.154953            0.443057  0.152962    0.987157  2.228057               1.0  0.084310   43.365573       0.652245  0.343699   0.976940    0.666200  0.583789        0.345243        0.987157       2431.994622
131352                                                     (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.209950            0.443057  0.207237    0.987075  2.227870               1.0  0.114217   43.088789       0.697603  0.464894   0.976792    0.727408  0.679482        0.467742        0.987075       3523.508762
131916                                                      (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.209950            0.443057  0.207237    0.987075  2.227870               1.0  0.114217   43.088789       0.697603  0.464894   0.976792    0.727408  0.679482        0.467742        0.987075       3523.508762
131388                                                  (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.209769            0.443057  0.207056    0.987063  2.227845               1.0  0.114116   43.051660       0.697437  0.464489   0.976772    0.727198  0.679182        0.467334        0.987063       3519.522353
135445                                                                                    (URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.251470            0.443057  0.248213    0.987050  2.227816               1.0  0.136798   43.008342       0.736283  0.556141   0.976749    0.773640  0.743622        0.560229        0.987050       4454.014165
135300                                                   (having_IP_Address_no_IP, HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.160561            0.443057  0.158480    0.987042  2.227797               1.0  0.087343   42.981437       0.656541  0.356025   0.976734    0.672370  0.594190        0.357697        0.987042       2535.783889
138393                                                         (URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.167436            0.443057  0.165265    0.987034  2.227779               1.0  0.091081   42.954195       0.661958  0.371191   0.976719    0.680022  0.606773        0.373009        0.987034       2666.112949
134635                            (Shortining_Service_No_Shortining, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.250746            0.443057  0.247490    0.987013  2.227731               1.0  0.136395   42.884577       0.735549  0.554520   0.976682    0.772804  0.742523        0.558595        0.987013       4436.297784
131778                                (double_slash_redirecting_last_position_less_than_7, having_At_Symbol_no_@_symbol, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.208774            0.443057  0.206061    0.987002  2.227706               1.0  0.113562   42.847448       0.696524  0.462256   0.976661    0.726045  0.677527        0.465088        0.987002       3497.629741
129390                                                               (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.221981            0.443057  0.219086    0.986960  2.227612               1.0  0.120736   42.710533       0.708323  0.491278   0.976587    0.740724  0.698598        0.494488        0.986960       3781.431404
136856                                         (Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.193668            0.443057  0.191135    0.986922  2.227526               1.0  0.105329   42.586215       0.683430  0.428948   0.976518    0.709161  0.652502        0.431401        0.986922       3182.833067
130216                                                                      (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.228223            0.443057  0.225237    0.986920  2.227522               1.0  0.124122   42.580790       0.714028  0.504969   0.976515    0.747646  0.708323        0.508371        0.986920       3918.623753
129516                                                                                  (URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.248213            0.443057  0.244957    0.986880  2.227432               1.0  0.134984   42.451400       0.732991  0.548845   0.976444    0.769880  0.738664        0.552879        0.986880       4374.559377
129212                                                               (URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4, RightClick_Enabled)  (Result_Phishing)            0.248033            0.443057  0.244776    0.986871  2.227411               1.0  0.134883   42.420458       0.732809  0.548439   0.976426    0.769671  0.738388        0.552470        0.986871       4370.165425
129484                                          (SFH_Empty_or_Blank, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.220172            0.443057  0.217277    0.986853  2.227370               1.0  0.119728   42.362443       0.706617  0.487221   0.976394    0.738629  0.695670        0.490404        0.986853       3740.437624
132352                                                        (URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google, Favicon_Favicon_Internal)  (Result_Phishing)            0.191859            0.443057  0.189326    0.986799  2.227248               1.0  0.104322   42.188399       0.681831  0.424888   0.976297    0.707058  0.649366        0.427317        0.986799       3144.615658
136055                              (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, Page_Rank_PageRank_Low)  (Result_Phishing)            0.191859            0.443057  0.189326    0.986799  2.227248               1.0  0.104322   42.188399       0.681831  0.424888   0.976297    0.707058  0.649366        0.427317        0.986799       3144.615658
135778                       (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.212393            0.443057  0.209588    0.986797  2.227245               1.0  0.115486   42.183907       0.699606  0.470075   0.976294    0.729924  0.683231        0.473050        0.986797       3571.907100
129440                                                            (Shortining_Service_No_Shortining, SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.219086            0.443057  0.216192    0.986788  2.227223               1.0  0.119124   42.153590       0.705597  0.484787   0.976277    0.737371  0.693907        0.487954        0.986788       3715.932669
134647                                                                            (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.246043            0.443057  0.242786    0.986765  2.227171               1.0  0.133775   42.080105       0.730810  0.543981   0.976236    0.767372  0.735341        0.547979        0.986765       4321.971308
135668                                                  (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.245409            0.443057  0.242153    0.986731  2.227094               1.0  0.133422   41.971810       0.730176  0.542562   0.976174    0.766640  0.734369        0.546550        0.986731       4306.690194
129274                                                            (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.245047            0.443057  0.241791    0.986711  2.227050               1.0  0.133221   41.909928       0.729815  0.541751   0.976139    0.766222  0.733812        0.545733        0.986711       4297.969654
134546                                          (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.244686            0.443057  0.241429    0.986691  2.227005               1.0  0.133019   41.848045       0.729453  0.540940   0.976104    0.765804  0.733256        0.544916        0.986691       4289.257479
135807                        (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.210222            0.443057  0.207417    0.986661  2.226937               1.0  0.114277   41.752726       0.697604  0.465206   0.976049    0.727406  0.679636        0.468150        0.986661       3523.910852
133532                                                (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields, Google_Index_Indexed by Google)  (Result_Phishing)            0.189507            0.443057  0.186974    0.986635  2.226878               1.0  0.103012   41.671238       0.679760  0.419610   0.976003    0.704322  0.645266        0.422009        0.986635       3095.188587
135645                                (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.243510            0.443057  0.240253    0.986627  2.226860               1.0  0.132364   41.646927       0.728281  0.538306   0.975989    0.764445  0.731444        0.542262        0.986627       4261.000547
136412                    (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.209679            0.443057  0.206875    0.986626  2.226859               1.0  0.113975   41.644931       0.697105  0.463989   0.975987    0.726776  0.678735        0.466925        0.986626       3511.953061
131842                                              (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.202171            0.443057  0.199457    0.986577  2.226748               1.0  0.109884   41.492221       0.690517  0.447443   0.975899    0.718380  0.666439        0.450184        0.986577       3353.728440
129290                                                 (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.242605            0.443057  0.239349    0.986577  2.226748               1.0  0.131861   41.492221       0.727381  0.536279   0.975899    0.763399  0.730047        0.540220        0.986577       4239.324234
134568                               (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.242424            0.443057  0.239168    0.986567  2.226725               1.0  0.131760   41.461279       0.727201  0.535874   0.975881    0.763190  0.729768        0.539812        0.986567       4234.995192
135594                                                                (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.215378            0.443057  0.212483    0.986560  2.226710               1.0  0.117058   41.440007       0.702130  0.476471   0.975869    0.733072  0.687850        0.479584        0.986560       3632.719801
136278  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.208503            0.443057  0.205699    0.986551  2.226689               1.0  0.113320   41.411374       0.696026  0.461351   0.975852    0.725411  0.676777        0.464271        0.986551       3486.100870
135072                                          (HTTPS_token_No_HTTPS_Token_In_Domain, Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.241610            0.443057  0.238354    0.986522  2.226623               1.0  0.131307   41.322044       0.726393  0.534049   0.975800    0.762248  0.728508        0.537975        0.986522       4215.540097
134695                        (HTTPS_token_No_HTTPS_Token_In_Domain, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.241610            0.443057  0.238354    0.986522  2.226623               1.0  0.131307   41.322044       0.726393  0.534049   0.975800    0.762248  0.728508        0.537975        0.986522       4215.540097
131538                                                    (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, Google_Index_Indexed by Google)  (Result_Phishing)            0.201176            0.443057  0.198462    0.986511  2.226598               1.0  0.109330   41.288008       0.689619  0.445211   0.975780    0.717224  0.664752        0.447938        0.986511       3332.251305
138475                                                        (URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record, Google_Index_Indexed by Google)  (Result_Phishing)            0.160832            0.443057  0.158661    0.986502  2.226577               1.0  0.087403   41.260161       0.656460  0.356359   0.975764    0.672304  0.594366        0.358105        0.986502       2535.843792
135483                                                                (URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL, RightClick_Enabled)  (Result_Phishing)            0.240344            0.443057  0.237087    0.986451  2.226463               1.0  0.130601   41.105455       0.725140  0.531212   0.975672    0.760784  0.726544        0.535116        0.986451       4185.359616
